Round,Agent,Bid,Winning_Bid
705,Agent 3,1.0,True
705,Agent 4,1.836035132408142,False
705,Agent 5,1.1836992502212524,False
706,Agent 1,1.0,True
706,Agent 2,1.0,True
706,Agent 3,1.0,True
706,Agent 4,1.6768701076507568,False
706,Agent 5,1.1630362272262573,False
707,Agent 1,1.0552334785461426,False
707,Agent 2,1.0,True
707,Agent 3,1.0691043138504028,False
707,Agent 4,1.3701047897338867,False
707,Agent 5,1.0600407123565674,False
708,Agent 1,1.4280439615249634,False
708,Agent 2,1.0,True
708,Agent 3,1.0,True
708,Agent 4,1.0,True
708,Agent 5,1.0,True
709,Agent 1,1.6221206188201904,False
709,Agent 2,1.013774037361145,False
709,Agent 3,1.0,True
709,Agent 4,1.0,True
709,Agent 5,1.0,True
710,Agent 1,1.522461175918579,False
710,Agent 2,1.009037733078003,False
710,Agent 3,1.0971213579177856,False
710,Agent 4,1.0,True
710,Agent 5,1.1360691785812378,False
711,Agent 1,1.3007991313934326,False
711,Agent 2,1.0033479928970337,False
711,Agent 3,1.0,True
711,Agent 4,1.0,True
711,Agent 5,1.3928725719451904,False
712,Agent 1,1.0,True
712,Agent 2,1.0,True
712,Agent 3,1.0,True
712,Agent 4,1.0,True
712,Agent 5,1.5779809951782227,False
713,Agent 1,1.0,True
713,Agent 2,1.008939266204834,False
713,Agent 3,1.1305744647979736,False
713,Agent 4,1.0,True
713,Agent 5,1.7158010005950928,False
714,Agent 1,1.0,True
714,Agent 2,1.0,True
714,Agent 3,1.2093487977981567,False
714,Agent 4,1.0,True
714,Agent 5,1.765146255493164,False
715,Agent 1,1.0,True
715,Agent 2,1.0285207033157349,False
715,Agent 3,1.070969581604004,False
715,Agent 4,1.0,True
715,Agent 5,1.4994711875915527,False
716,Agent 1,1.9397517442703247,False
716,Agent 2,1.0283364057540894,False
716,Agent 3,1.0,True
716,Agent 4,1.2081471681594849,False
716,Agent 5,1.196019172668457,False
717,Agent 1,2.415388345718384,False
717,Agent 2,1.0270419120788574,False
717,Agent 3,1.0,True
717,Agent 4,1.449485421180725,False
717,Agent 5,1.0,True
718,Agent 1,2.196194648742676,False
718,Agent 2,1.0,True
718,Agent 3,1.0,True
718,Agent 4,1.539965271949768,False
718,Agent 5,1.0,True
719,Agent 1,1.7586548328399658,False
719,Agent 2,1.0016061067581177,False
719,Agent 3,1.0,True
719,Agent 4,1.470219373703003,False
719,Agent 5,1.015150547027588,False
720,Agent 1,1.0,True
720,Agent 2,1.0,True
720,Agent 3,1.0253044366836548,False
720,Agent 4,1.286302089691162,False
720,Agent 5,1.2093713283538818,False
721,Agent 1,1.0,True
721,Agent 2,1.0016348361968994,False
721,Agent 3,1.0,True
721,Agent 4,1.117963194847107,False
721,Agent 5,1.377626657485962,False
722,Agent 1,1.0,True
722,Agent 2,1.027840256690979,False
722,Agent 3,1.018336534500122,False
722,Agent 4,1.0,True
722,Agent 5,1.2519510984420776,False
723,Agent 1,1.0,True
723,Agent 2,1.0,True
723,Agent 3,1.0,True
723,Agent 4,1.0,True
723,Agent 5,1.041567087173462,False
724,Agent 1,1.7235260009765625,False
724,Agent 2,1.0,True
724,Agent 3,1.200760841369629,False
724,Agent 4,1.0,True
724,Agent 5,1.0,True
725,Agent 1,2.470778465270996,False
725,Agent 2,1.0135875940322876,False
725,Agent 3,1.132840871810913,False
725,Agent 4,1.0,True
725,Agent 5,1.0,True
726,Agent 1,2.553699493408203,False
726,Agent 2,1.0248970985412598,False
726,Agent 3,1.0,True
726,Agent 4,1.013053059577942,False
726,Agent 5,1.0,True
727,Agent 1,2.612948417663574,False
727,Agent 2,1.0,True
727,Agent 3,1.0,True
727,Agent 4,1.192535400390625,False
727,Agent 5,1.321950912475586,False
728,Agent 1,2.418449640274048,False
728,Agent 2,1.0079036951065063,True
728,Agent 3,1.0442402362823486,False
728,Agent 4,1.2586297988891602,False
728,Agent 5,1.5176860094070435,False
729,Agent 1,1.9835779666900635,False
729,Agent 2,1.0554527044296265,False
729,Agent 3,1.0,True
729,Agent 4,1.2372883558273315,False
729,Agent 5,1.4886534214019775,False
730,Agent 1,1.5630327463150024,False
730,Agent 2,1.0635976791381836,True
730,Agent 3,1.227997899055481,False
730,Agent 4,1.1299232244491577,False
730,Agent 5,1.2119805812835693,False
731,Agent 1,1.0,True
731,Agent 2,1.1308245658874512,False
731,Agent 3,1.3213131427764893,False
731,Agent 4,1.0,True
731,Agent 5,1.0,True
732,Agent 1,1.0,True
732,Agent 2,1.1638586521148682,False
732,Agent 3,1.2726771831512451,False
732,Agent 4,1.0,True
732,Agent 5,1.0,True
733,Agent 1,1.3339046239852905,False
733,Agent 2,1.167519450187683,False
733,Agent 3,1.0855494737625122,False
733,Agent 4,1.0,True
733,Agent 5,1.0,True
734,Agent 1,1.6256892681121826,False
734,Agent 2,1.1451834440231323,False
734,Agent 3,1.0,True
734,Agent 4,1.0802855491638184,False
734,Agent 5,1.3133293390274048,False
735,Agent 1,1.5816339254379272,False
735,Agent 2,1.115963339805603,False
735,Agent 3,1.0,True
735,Agent 4,1.163987159729004,False
735,Agent 5,1.652686357498169,False
736,Agent 1,1.4953246116638184,False
736,Agent 2,1.0662845373153687,False
736,Agent 3,1.0,True
736,Agent 4,1.1859163045883179,False
736,Agent 5,1.8586773872375488,False
737,Agent 1,1.3457057476043701,False
737,Agent 2,1.0,True
737,Agent 3,1.0,True
737,Agent 4,1.2001389265060425,False
737,Agent 5,1.9703537225723267,False
738,Agent 1,1.025026798248291,False
738,Agent 2,1.0076537132263184,False
738,Agent 3,1.0,True
738,Agent 4,1.1752262115478516,False
738,Agent 5,1.9717729091644287,False
739,Agent 1,1.0,True
739,Agent 2,1.0071085691452026,False
739,Agent 3,1.0,True
739,Agent 4,1.088996410369873,False
739,Agent 5,1.8501299619674683,False
740,Agent 1,1.0,True
740,Agent 2,1.0,True
740,Agent 3,1.7565351724624634,False
740,Agent 4,1.0,True
740,Agent 5,1.644899606704712,False
741,Agent 1,1.2694873809814453,False
741,Agent 2,1.0115054845809937,False
741,Agent 3,2.417523145675659,False
741,Agent 4,1.0,True
741,Agent 5,1.438575267791748,False
742,Agent 1,1.6180555820465088,False
742,Agent 2,1.0460463762283325,False
742,Agent 3,2.9920215606689453,False
742,Agent 4,1.0,True
742,Agent 5,1.0,True
743,Agent 1,1.8314189910888672,False
743,Agent 2,1.0237913131713867,False
743,Agent 3,3.497783899307251,False
743,Agent 4,1.17715585231781,False
743,Agent 5,1.0,True
744,Agent 1,1.8305091857910156,False
744,Agent 2,1.0,True
744,Agent 3,3.6923952102661133,False
744,Agent 4,1.3397055864334106,False
744,Agent 5,1.0,True
745,Agent 1,1.8126845359802246,False
745,Agent 2,1.0043617486953735,False
745,Agent 3,3.5852460861206055,False
745,Agent 4,1.4823429584503174,False
745,Agent 5,1.0,True
746,Agent 1,1.15267014503479,False
746,Agent 2,1.0,True
746,Agent 3,3.3585219383239746,False
746,Agent 4,1.5112708806991577,False
746,Agent 5,1.0,True
747,Agent 1,1.0,True
747,Agent 2,1.0,True
747,Agent 3,3.0219573974609375,False
747,Agent 4,1.5255420207977295,False
747,Agent 5,1.0,True
748,Agent 1,1.0,True
748,Agent 2,1.04860258102417,False
748,Agent 3,2.436441421508789,False
748,Agent 4,1.4891448020935059,False
748,Agent 5,1.0,True
749,Agent 1,1.0,True
749,Agent 2,1.0476164817810059,False
749,Agent 3,1.6326484680175781,False
749,Agent 4,1.4517769813537598,False
749,Agent 5,1.4977258443832397,False
750,Agent 1,1.0,True
750,Agent 2,1.0040769577026367,False
750,Agent 3,1.0,True
750,Agent 4,1.3491719961166382,False
750,Agent 5,1.9669039249420166,False
751,Agent 1,1.37047278881073,False
751,Agent 2,1.0,True
751,Agent 3,1.0,True
751,Agent 4,1.1429213285446167,False
751,Agent 5,2.230736494064331,False
752,Agent 1,2.448399066925049,False
752,Agent 2,1.0,True
752,Agent 3,1.0,True
752,Agent 4,1.0,True
752,Agent 5,2.440458297729492,False
753,Agent 1,2.9737088680267334,False
753,Agent 2,1.0545533895492554,False
753,Agent 3,1.0,True
753,Agent 4,1.0,True
753,Agent 5,2.245551109313965,False
754,Agent 1,3.3351011276245117,False
754,Agent 2,1.102704405784607,False
754,Agent 3,1.0,True
754,Agent 4,1.0,True
754,Agent 5,2.022700786590576,False
755,Agent 1,3.0368289947509766,False
755,Agent 2,1.0939507484436035,False
755,Agent 3,1.0,True
755,Agent 4,1.0,True
755,Agent 5,1.6561681032180786,False
756,Agent 1,2.726210594177246,False
756,Agent 2,1.068081259727478,True
756,Agent 3,1.1916182041168213,False
756,Agent 4,1.0806689262390137,False
756,Agent 5,1.2034233808517456,False
757,Agent 1,2.0401413440704346,False
757,Agent 2,1.1029746532440186,False
757,Agent 3,1.5015335083007812,False
757,Agent 4,1.140081524848938,False
757,Agent 5,1.0,True
758,Agent 1,1.0,True
758,Agent 2,1.1345995664596558,False
758,Agent 3,1.6295859813690186,False
758,Agent 4,1.1605523824691772,False
758,Agent 5,1.0,True
759,Agent 1,1.0,True
759,Agent 2,1.128663420677185,False
759,Agent 3,1.5424315929412842,False
759,Agent 4,1.13917875289917,False
759,Agent 5,1.0,True
760,Agent 1,1.0,True
760,Agent 2,1.0987975597381592,False
760,Agent 3,1.2201982736587524,False
760,Agent 4,1.1055145263671875,False
760,Agent 5,1.253717064857483,False
761,Agent 1,1.0,True
761,Agent 2,1.0352994203567505,False
761,Agent 3,1.0,True
761,Agent 4,1.0087790489196777,False
761,Agent 5,1.4303227663040161,False
762,Agent 1,1.0,True
762,Agent 2,1.0,True
762,Agent 3,1.0,True
762,Agent 4,1.0,True
762,Agent 5,1.3633261919021606,False
763,Agent 1,1.0,True
763,Agent 2,1.0,True
763,Agent 3,1.0,True
763,Agent 4,1.0,True
763,Agent 5,1.2278529405593872,False
764,Agent 1,1,True
764,Agent 2,1,True
764,Agent 3,1,True
764,Agent 4,1,True
764,Agent 5,1,True
765,Agent 1,1.0,True
765,Agent 2,1.0,True
765,Agent 3,1.24501633644104,False
765,Agent 4,1.0,True
765,Agent 5,1.0,True
766,Agent 1,1.605690598487854,False
766,Agent 2,1.0,True
766,Agent 3,1.3651069402694702,False
766,Agent 4,1.0837280750274658,False
766,Agent 5,1.0,True
767,Agent 1,2.6958577632904053,False
767,Agent 2,1.0371248722076416,False
767,Agent 3,1.2569994926452637,False
767,Agent 4,1.1651054620742798,False
767,Agent 5,1.0,True
768,Agent 1,3.191826343536377,False
768,Agent 2,1.0869566202163696,False
768,Agent 3,1.0335359573364258,True
768,Agent 4,1.156014084815979,False
768,Agent 5,1.325587511062622,False
769,Agent 1,2.874055862426758,False
769,Agent 2,1.1200666427612305,False
769,Agent 3,1.0,True
769,Agent 4,1.1276994943618774,False
769,Agent 5,1.7647699117660522,False
770,Agent 1,2.18003249168396,False
770,Agent 2,1.1239941120147705,False
770,Agent 3,1.0,True
770,Agent 4,1.0026911497116089,False
770,Agent 5,2.151282787322998,False
771,Agent 1,1.4847147464752197,False
771,Agent 2,1.0811502933502197,False
771,Agent 3,1.1738805770874023,False
771,Agent 4,1.0,True
771,Agent 5,2.28973126411438,False
772,Agent 1,1.0,True
772,Agent 2,1.0012856721878052,False
772,Agent 3,1.3431730270385742,False
772,Agent 4,1.0,True
772,Agent 5,2.0469212532043457,False
773,Agent 1,1.0,True
773,Agent 2,1.0,True
773,Agent 3,1.4719834327697754,False
773,Agent 4,1.038478136062622,False
773,Agent 5,1.4764814376831055,False
774,Agent 1,1.0,True
774,Agent 2,1.0,True
774,Agent 3,1.5545083284378052,False
774,Agent 4,1.0788596868515015,False
774,Agent 5,1.0,True
775,Agent 1,1.0,True
775,Agent 2,1.0,True
775,Agent 3,1.620591640472412,False
775,Agent 4,1.0190064907073975,False
775,Agent 5,1.0,True
776,Agent 1,1.0,True
776,Agent 2,1.0,True
776,Agent 3,1.4186162948608398,False
776,Agent 4,1.0,True
776,Agent 5,1.0,True
777,Agent 1,1.8164279460906982,False
777,Agent 2,1.0,True
777,Agent 3,1.0488381385803223,False
777,Agent 4,1.0,True
777,Agent 5,1.0,True
778,Agent 1,2.2949471473693848,False
778,Agent 2,1.1211574077606201,False
778,Agent 3,1.0,True
778,Agent 4,1.0,True
778,Agent 5,1.0,True
779,Agent 1,2.4755728244781494,False
779,Agent 2,1.1873400211334229,False
779,Agent 3,1.0,True
779,Agent 4,1.0183231830596924,False
779,Agent 5,1.1135581731796265,False
780,Agent 1,2.065735101699829,False
780,Agent 2,1.1981688737869263,False
780,Agent 3,1.0,True
780,Agent 4,1.1198832988739014,False
780,Agent 5,1.400251030921936,False
781,Agent 1,1.2916170358657837,False
781,Agent 2,1.1884725093841553,False
781,Agent 3,1.0,True
781,Agent 4,1.1696536540985107,False
781,Agent 5,1.6421059370040894,False
782,Agent 1,1.0,True
782,Agent 2,1.1379234790802002,False
782,Agent 3,1.0,True
782,Agent 4,1.1864256858825684,False
782,Agent 5,1.7926558256149292,False
783,Agent 1,1.0,True
783,Agent 2,1.0903570652008057,False
783,Agent 3,1.0,True
783,Agent 4,1.1400483846664429,False
783,Agent 5,1.700181484222412,False
784,Agent 1,1.0,True
784,Agent 2,1.0397480726242065,False
784,Agent 3,1.2168335914611816,False
784,Agent 4,1.056330919265747,False
784,Agent 5,1.5444653034210205,False
785,Agent 1,1.404164433479309,False
785,Agent 2,1.0,True
785,Agent 3,1.3344330787658691,False
785,Agent 4,1.0,True
785,Agent 5,1.386850357055664,False
786,Agent 1,2.003056287765503,False
786,Agent 2,1.0,True
786,Agent 3,1.1975243091583252,False
786,Agent 4,1.0,True
786,Agent 5,1.2238688468933105,False
787,Agent 1,2.0320611000061035,False
787,Agent 2,1.0,True
787,Agent 3,1.0683683156967163,False
787,Agent 4,1.0,True
787,Agent 5,1.0494911670684814,False
788,Agent 1,1.735762596130371,False
788,Agent 2,1.0,True
788,Agent 3,1.0,True
788,Agent 4,1.0,True
788,Agent 5,1.0,True
789,Agent 1,1.0939918756484985,False
789,Agent 2,1.0,True
789,Agent 3,1.0,True
789,Agent 4,1.0149688720703125,False
789,Agent 5,1.0,True
790,Agent 1,1.0,True
790,Agent 2,1.0020784139633179,False
790,Agent 3,1.0,True
790,Agent 4,1.0500706434249878,False
790,Agent 5,1.0,True
791,Agent 1,1.0,True
791,Agent 2,1.0668922662734985,False
791,Agent 3,1.2678751945495605,False
791,Agent 4,1.0,True
791,Agent 5,1.0,True
792,Agent 1,1.0,True
792,Agent 2,1.0911816358566284,False
792,Agent 3,1.3447792530059814,False
792,Agent 4,1.0165879726409912,False
792,Agent 5,1.0937080383300781,False
793,Agent 1,1.0,True
793,Agent 2,1.0901991128921509,False
793,Agent 3,1.400457739830017,False
793,Agent 4,1.0,True
793,Agent 5,1.292391300201416,False
794,Agent 1,1.0,True
794,Agent 2,1.0460518598556519,False
794,Agent 3,1.0,True
794,Agent 4,1.0341883897781372,False
794,Agent 5,1.375829815864563,False
795,Agent 1,1.9254993200302124,False
795,Agent 2,1.0,True
795,Agent 3,1.2224589586257935,False
795,Agent 4,1.0400875806808472,False
795,Agent 5,1.2312731742858887,False
796,Agent 1,2.5926403999328613,False
796,Agent 2,1.0,True
796,Agent 3,1.1719900369644165,False
796,Agent 4,1.0164704322814941,False
796,Agent 5,1.0,True
797,Agent 1,2.957674264907837,False
797,Agent 2,1.0,True
797,Agent 3,1.0817499160766602,False
797,Agent 4,1.0,True
797,Agent 5,1.0,True
798,Agent 1,2.925900459289551,False
798,Agent 2,1.0,True
798,Agent 3,1.0,True
798,Agent 4,1.0,True
798,Agent 5,1.0022382736206055,False
799,Agent 1,2.8411967754364014,False
799,Agent 2,1.0110751390457153,False
799,Agent 3,1.0,True
799,Agent 4,1.0,True
799,Agent 5,1.0008375644683838,False
800,Agent 1,2.1115634441375732,False
800,Agent 2,1.0319411754608154,False
800,Agent 3,1.0,True
800,Agent 4,1.1341180801391602,False
800,Agent 5,1.0,True
801,Agent 1,1.0693213939666748,False
801,Agent 2,1.0222467184066772,False
801,Agent 3,1.0,True
801,Agent 4,1.246340036392212,False
801,Agent 5,1.0435823202133179,False
802,Agent 1,1.0,True
802,Agent 2,1.011077642440796,False
802,Agent 3,1.0,True
802,Agent 4,1.3112691640853882,False
802,Agent 5,1.1030867099761963,False
803,Agent 1,1.0,True
803,Agent 2,1.0,True
803,Agent 3,1.1015288829803467,False
803,Agent 4,1.3662745952606201,False
803,Agent 5,1.0835094451904297,False
804,Agent 1,1.0,True
804,Agent 2,1.0,True
804,Agent 3,1.442604422569275,False
804,Agent 4,1.3508471250534058,False
804,Agent 5,1.0116283893585205,False
805,Agent 1,1.0,True
805,Agent 2,1.0532450675964355,False
805,Agent 3,1.645581603050232,False
805,Agent 4,1.2774934768676758,False
805,Agent 5,1.0,True
806,Agent 1,1.0,True
806,Agent 2,1.1116421222686768,False
806,Agent 3,1.5969918966293335,False
806,Agent 4,1.1029458045959473,False
806,Agent 5,1.0,True
807,Agent 1,1.0,True
807,Agent 2,1.1430189609527588,False
807,Agent 3,1.470522165298462,False
807,Agent 4,1.0,True
807,Agent 5,1.0,True
808,Agent 1,1.0,True
808,Agent 2,1.12473464012146,False
808,Agent 3,1.1021147966384888,False
808,Agent 4,1.0,True
808,Agent 5,1.0,True
809,Agent 1,1.0,True
809,Agent 2,1.1059690713882446,False
809,Agent 3,1.0,True
809,Agent 4,1.0,True
809,Agent 5,1.1421493291854858,False
810,Agent 1,1.0,True
810,Agent 2,1.0460832118988037,False
810,Agent 3,1.0,True
810,Agent 4,1.0,True
810,Agent 5,1.3627620935440063,False
811,Agent 1,1.0,True
811,Agent 2,1.0,True
811,Agent 3,1.0,True
811,Agent 4,1.1624776124954224,False
811,Agent 5,1.5151863098144531,False
812,Agent 1,1.543758749961853,False
812,Agent 2,1.0,True
812,Agent 3,1.2887884378433228,False
812,Agent 4,1.3080742359161377,False
812,Agent 5,1.4432133436203003,False
813,Agent 1,2.584819793701172,False
813,Agent 2,1.0,True
813,Agent 3,1.550781488418579,False
813,Agent 4,1.355337381362915,False
813,Agent 5,1.2630891799926758,False
814,Agent 1,3.186251401901245,False
814,Agent 2,1.0,True
814,Agent 3,1.6760519742965698,False
814,Agent 4,1.3583602905273438,False
814,Agent 5,1.0437966585159302,False
815,Agent 1,3.712570905685425,False
815,Agent 2,1.0623878240585327,False
815,Agent 3,1.5468813180923462,False
815,Agent 4,1.3421590328216553,False
815,Agent 5,1.0,True
816,Agent 1,3.3805863857269287,False
816,Agent 2,1.0974364280700684,False
816,Agent 3,1.3981009721755981,False
816,Agent 4,1.3136025667190552,False
816,Agent 5,1.0,True
817,Agent 1,3.0190908908843994,False
817,Agent 2,1.1260948181152344,False
817,Agent 3,1.1766129732131958,False
817,Agent 4,1.2522310018539429,False
817,Agent 5,1.0,True
818,Agent 1,2.5660955905914307,False
818,Agent 2,1.1428380012512207,False
818,Agent 3,1.0,True
818,Agent 4,1.1481668949127197,False
818,Agent 5,1.0,True
819,Agent 1,1.737640142440796,False
819,Agent 2,1.1549642086029053,False
819,Agent 3,1.0,True
819,Agent 4,1.0,True
819,Agent 5,1.0,True
820,Agent 1,1.0,True
820,Agent 2,1.1192626953125,False
820,Agent 3,1.0101531744003296,False
820,Agent 4,1.0,True
820,Agent 5,1.326551079750061,False
821,Agent 1,1.0,True
821,Agent 2,1.0714237689971924,False
821,Agent 3,1.0,True
821,Agent 4,1.0,True
821,Agent 5,1.552047848701477,False
822,Agent 1,1.0,True
822,Agent 2,1.0196623802185059,False
822,Agent 3,1.0,True
822,Agent 4,1.1394778490066528,False
822,Agent 5,1.5734405517578125,False
823,Agent 1,1.0,True
823,Agent 2,1.0,True
823,Agent 3,1.0160385370254517,False
823,Agent 4,1.2165240049362183,False
823,Agent 5,1.4885246753692627,False
824,Agent 1,1.0,True
824,Agent 2,1.0,True
824,Agent 3,1.0,True
824,Agent 4,1.2390698194503784,False
824,Agent 5,1.3457133769989014,False
825,Agent 1,1.9598392248153687,False
825,Agent 2,1.0,True
825,Agent 3,1.0,True
825,Agent 4,1.2466189861297607,False
825,Agent 5,1.125412940979004,False
826,Agent 1,2.6136202812194824,False
826,Agent 2,1.001528024673462,False
826,Agent 3,1.0591374635696411,False
826,Agent 4,1.1716530323028564,False
826,Agent 5,1.0,True
827,Agent 1,2.904143810272217,False
827,Agent 2,1.0430967807769775,False
827,Agent 3,1.1416270732879639,False
827,Agent 4,1.007388949394226,False
827,Agent 5,1.0,True
828,Agent 1,2.746548652648926,False
828,Agent 2,1.0674034357070923,False
828,Agent 3,1.1495023965835571,False
828,Agent 4,1.0,True
828,Agent 5,1.0,True
829,Agent 1,2.2722833156585693,False
829,Agent 2,1.079322338104248,False
829,Agent 3,1.0,True
829,Agent 4,1.0,True
829,Agent 5,1.2949633598327637,False
830,Agent 1,1.2960199117660522,False
830,Agent 2,1.0692839622497559,False
830,Agent 3,1.0,True
830,Agent 4,1.0,True
830,Agent 5,1.3522154092788696,False
831,Agent 1,1.0,True
831,Agent 2,1.0494805574417114,False
831,Agent 3,1.2513847351074219,False
831,Agent 4,1.0,True
831,Agent 5,1.3296685218811035,False
832,Agent 1,1.0,True
832,Agent 2,1.0134553909301758,False
832,Agent 3,1.4801076650619507,False
832,Agent 4,1.0,True
832,Agent 5,1.2565019130706787,False
833,Agent 1,1.0,True
833,Agent 2,1.0,True
833,Agent 3,1.4822674989700317,False
833,Agent 4,1.0,True
833,Agent 5,1.1750562191009521,False
834,Agent 1,1.0,True
834,Agent 2,1.0,True
834,Agent 3,1.439939260482788,False
834,Agent 4,1.0460773706436157,False
834,Agent 5,1.0,True
835,Agent 1,1.0,True
835,Agent 2,1.0,True
835,Agent 3,1.1998960971832275,False
835,Agent 4,1.1938167810440063,False
835,Agent 5,1.0594364404678345,False
836,Agent 1,1.0,True
836,Agent 2,1.0,True
836,Agent 3,1.0,True
836,Agent 4,1.3015530109405518,False
836,Agent 5,1.15116548538208,False
837,Agent 1,1.0,True
837,Agent 2,1.0,True
837,Agent 3,1.0,True
837,Agent 4,1.3350883722305298,False
837,Agent 5,1.0543429851531982,False
838,Agent 1,1.3786776065826416,False
838,Agent 2,1.0432629585266113,False
838,Agent 3,1.0,True
838,Agent 4,1.2916101217269897,False
838,Agent 5,1.0,True
839,Agent 1,2.1968929767608643,False
839,Agent 2,1.0857406854629517,False
839,Agent 3,1.0,True
839,Agent 4,1.1734246015548706,False
839,Agent 5,1.0,True
840,Agent 1,2.8133063316345215,False
840,Agent 2,1.1049904823303223,False
840,Agent 3,1.1992871761322021,False
840,Agent 4,1.0,True
840,Agent 5,1.0,True
841,Agent 1,3.2263708114624023,False
841,Agent 2,1.0980169773101807,False
841,Agent 3,1.4071940183639526,False
841,Agent 4,1.0,True
841,Agent 5,1.0,True
842,Agent 1,3.302264928817749,False
842,Agent 2,1.0520823001861572,False
842,Agent 3,1.507448673248291,False
842,Agent 4,1.0,True
842,Agent 5,1.45803964138031,False
843,Agent 1,2.8889005184173584,False
843,Agent 2,1.0,True
843,Agent 3,1.474482774734497,False
843,Agent 4,1.0,True
843,Agent 5,1.889726996421814,False
844,Agent 1,2.3629870414733887,False
844,Agent 2,1.0,True
844,Agent 3,1.3361895084381104,False
844,Agent 4,1.0863220691680908,False
844,Agent 5,1.9651389122009277,False
845,Agent 1,1.623389482498169,False
845,Agent 2,1.0,True
845,Agent 3,1.2055174112319946,False
845,Agent 4,1.1507083177566528,False
845,Agent 5,1.9158637523651123,False
846,Agent 1,1.0,True
846,Agent 2,1.0,True
846,Agent 3,1.0712392330169678,False
846,Agent 4,1.186948537826538,False
846,Agent 5,1.6710032224655151,False
847,Agent 1,1.0,True
847,Agent 2,1.0438624620437622,False
847,Agent 3,1.0,True
847,Agent 4,1.124506950378418,False
847,Agent 5,1.418004035949707,False
848,Agent 1,1.0,True
848,Agent 2,1.0652813911437988,False
848,Agent 3,1.0,True
848,Agent 4,1.061576247215271,False
848,Agent 5,1.1833056211471558,False
849,Agent 1,1.0,True
849,Agent 2,1.0680596828460693,False
849,Agent 3,1.0,True
849,Agent 4,1.0,True
849,Agent 5,1.0,True
850,Agent 1,1.4805301427841187,False
850,Agent 2,1.067201018333435,False
850,Agent 3,1.0,True
850,Agent 4,1.0,True
850,Agent 5,1.0,True
851,Agent 1,2.065824031829834,False
851,Agent 2,1.0554084777832031,False
851,Agent 3,1.0127898454666138,False
851,Agent 4,1.0,True
851,Agent 5,1.0,True
852,Agent 1,2.4472951889038086,False
852,Agent 2,1.0431808233261108,False
852,Agent 3,1.1301029920578003,False
852,Agent 4,1.1736209392547607,False
852,Agent 5,1.0,True
853,Agent 1,2.345409393310547,False
853,Agent 2,1.0273149013519287,False
853,Agent 3,1.1606343984603882,False
853,Agent 4,1.3180553913116455,False
853,Agent 5,1.0,True
854,Agent 1,1.8963607549667358,False
854,Agent 2,1.0,True
854,Agent 3,1.1476492881774902,False
854,Agent 4,1.4454337358474731,False
854,Agent 5,1.5859075784683228,False
855,Agent 1,1.3036205768585205,False
855,Agent 2,1.0001959800720215,False
855,Agent 3,1.0,True
855,Agent 4,1.4761043787002563,False
855,Agent 5,2.1481664180755615,False
856,Agent 1,1.0,True
856,Agent 2,1.0,True
856,Agent 3,1.0,True
856,Agent 4,1.4338215589523315,False
856,Agent 5,2.536998987197876,False
857,Agent 1,1.0,True
857,Agent 2,1.0,True
857,Agent 3,1.0,True
857,Agent 4,1.3474220037460327,False
857,Agent 5,2.8761677742004395,False
858,Agent 1,1.0,True
858,Agent 2,1.0174081325531006,False
858,Agent 3,1.0,True
858,Agent 4,1.16621732711792,False
858,Agent 5,2.842714309692383,False
859,Agent 1,1.0,True
859,Agent 2,1.0153543949127197,False
859,Agent 3,1.127479076385498,False
859,Agent 4,1.0,True
859,Agent 5,2.6762421131134033,False
860,Agent 1,1.0,True
860,Agent 2,1.0,True
860,Agent 3,1.2836339473724365,False
860,Agent 4,1.0,True
860,Agent 5,2.4895431995391846,False
861,Agent 1,1.0,True
861,Agent 2,1.0,True
861,Agent 3,1.349347472190857,False
861,Agent 4,1.0,True
861,Agent 5,2.2149806022644043,False
862,Agent 1,1.0,True
862,Agent 2,1.0,True
862,Agent 3,1.2428123950958252,False
862,Agent 4,1.0663186311721802,False
862,Agent 5,1.690602421760559,False
863,Agent 1,1.1902495622634888,False
863,Agent 2,1.0174635648727417,True
863,Agent 3,1.0866506099700928,False
863,Agent 4,1.0948407649993896,False
863,Agent 5,1.1229854822158813,False
864,Agent 1,1.6927188634872437,False
864,Agent 2,1.0876901149749756,False
864,Agent 3,1.0,True
864,Agent 4,1.1086530685424805,False
864,Agent 5,1.0,True
865,Agent 1,1.8310911655426025,False
865,Agent 2,1.1242741346359253,False
865,Agent 3,1.0,True
865,Agent 4,1.1143708229064941,False
865,Agent 5,1.0,True
866,Agent 1,1.4742391109466553,False
866,Agent 2,1.139989972114563,False
866,Agent 3,1.155795693397522,False
866,Agent 4,1.0409307479858398,False
866,Agent 5,1.0,True
867,Agent 1,1.0,True
867,Agent 2,1.1378990411758423,False
867,Agent 3,1.314469337463379,False
867,Agent 4,1.0,True
867,Agent 5,1.0,True
868,Agent 1,1.0,True
868,Agent 2,1.1330868005752563,False
868,Agent 3,1.2679903507232666,False
868,Agent 4,1.0,True
868,Agent 5,1.0,True
869,Agent 1,1.0,True
869,Agent 2,1.1222957372665405,False
869,Agent 3,1.1235700845718384,False
869,Agent 4,1.0,True
869,Agent 5,1.0,True
870,Agent 1,1.0,True
870,Agent 2,1.074963927268982,False
870,Agent 3,1.0,True
870,Agent 4,1.0,True
870,Agent 5,1.0,True
871,Agent 1,1.0,True
871,Agent 2,1.0024363994598389,False
871,Agent 3,1.0,True
871,Agent 4,1.0,True
871,Agent 5,1.273545265197754,False
